brands,categories,categories_tags,code,countries,countries_tags,created_t,ecoscore_grade,generic_name,image_url,ingredients_tags,ingredients_text,labels,labels_tags,last_modified_t,manufacturing_places,origins,origins_tags,packaging,packaging_tags,packagings,product_name,stores,source,search_query,ecoscore_score,ecoscore_tags
alpro,"Soy-based drinks, Lactose-free milk, Getranke, Hulsenfruchte-und-hulsenfruchtprodukte, Hulsenfruchtmilch, Pflanzliche-getranke, Pflanzliche-lebensmittel-und-getranke, Protein-drinks, Tiefkuhlprodukte","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:dairies', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:dairy-substitutes', 'en:milk-substitutes', 'en:milks-liquid-and-powder', 'en:plant-based-beverages', 'en:milks', 'en:plant-based-milk-alternatives', 'en:legume-based-drinks', 'en:soy-based-drinks', 'en:lactose-free-milk', 'en:Getranke', 'en:Hulsenfruchte-und-hulsenfruchtprodukte', 'en:Hulsenfruchtmilch', 'en:Pflanzliche-getranke', 'en:Pflanzliche-lebensmittel-und-getranke', 'en:Protein-drinks', 'en:Tiefkuhlprodukte']",5411188130031,"France, Germany, Réunion, Romania, United Kingdom","['en:france', 'en:germany', 'en:reunion', 'en:romania', 'en:united-kingdom']",1580333483,a,"Sojadrink, angereichert mit Calcium und Vitaminen.",https://images.openfoodfacts.org/images/products/541/118/813/0031/front_en.179.400.jpg,"['en:soy-base', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:acidity-regulator', 'en:calcium', 'en:minerals', 'en:flavouring', 'en:sea-salt', 'en:salt', 'en:stabiliser', 'en:vitamins', 'en:e101', 'en:vitamin-b12', 'en:ergocalciferol', 'en:vitamin-d', 'en:water', 'en:soya-bean', 'en:vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:e340', 'en:e170i', 'en:e170', 'en:e418']","Sojabasis (96,9%) (Wasser, geschälte Sojabohnen (13,1%)), Zucker, Säureregulatoren (Kaliumphosphate), Calcium (Calciumcarbonat), Aroma, Meersalz, Stabilisator (Gellan), Vitamine B2, B12, D2.","No gluten, Ohne Gentechnik, Nutriscore Grade A, Rich in vegetable protein, The Vegan Society","['en:vegetarian', 'en:no-gluten', 'en:no-gmos', 'en:source-of-proteins', 'en:vegan', 'de:ohne-gentechnik', 'en:high-proteins', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:rich-in-vegetable-protein', 'en:the-vegan-society']",1780814210,,,[],"Tetra Pak, de:Produkt, Composite-carton, Tetra Brik Aseptic","['en:tetra-pak', 'de:produkt', 'en:composite-carton', 'en:tetra-brik-aseptic']","[{'material': 'en:tetra-brik-aseptic', 'shape': 'en:brick'}, {'material': 'en:cardboard'}, {'material': 'en:plastic', 'number_of_units': 1, 'recycling': 'fr:Trier', 'shape': 'en:bottle-cap'}]",High Protein Soja Drink,"carrefour-fr, k-supermarket, rewe, tesco-extra",food,milch,82.0,
Vemondo,"Almond-based drinks, getränke, pflanzliche-getränke","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:dairy-substitutes', 'en:milk-substitutes', 'en:nuts-and-their-products', 'en:plant-based-beverages', 'en:plant-based-milk-alternatives', 'en:nut-based-drinks', 'en:almond-based-drinks', 'en:getränke', 'en:pflanzliche-getränke']",4056489687641,"Denmark, Germany, Netherlands, United Kingdom","['en:denmark', 'en:germany', 'en:netherlands', 'en:united-kingdom']",1661931832,a,,https://images.openfoodfacts.org/images/products/405/648/968/7641/front_en.123.400.jpg,"['en:water', 'en:almond', 'en:nut', 'en:tree-nut', 'en:salt', 'en:stabiliser', 'en:e418', 'en:emulsifier', 'en:carob-seed-flour', 'en:vegetable', 'en:flour', 'en:legume', 'en:pulse', 'en:carob-bean', 'en:e322']","Wasser,
2.3% Mandeln,
Speisesalz,
Stabilisator (Johannisbrotkernmehl),
Gellan,
Emulgator (Lecithine)","EG-Öko-Verordnung, DK-ØKO-100, EU/non-EU Agriculture, European Vegetarian Union Vegan, FSC Mix, No added sugar, Nutriscore Grade B","['en:vegetarian', 'en:organic', 'en:eu-organic', 'en:non-eu-agriculture', 'en:vegan', 'de:eg-öko-verordnung', 'en:dk-øko-100', 'en:eu-agriculture', 'en:eu-non-eu-agriculture', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:fsc', 'en:fsc-mix', 'en:no-added-sugar', 'en:nutriscore', 'en:nutriscore-grade-b']",1780748486,,Almonds from EU,['en:Almonds from EU'],,[],"[{'food_contact': 1, 'material': 'xx:84-c-pap', 'number_of_units': 1}]",Milch Mandel ohne Zucker,lidl,food,milch,86.0,
Lidl,Greek-style yogurts,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:yogurts', 'en:greek-style-yogurts']",4056489258346,"Bulgaria, Croatia, France, Germany, Lithuania, Portugal, Romania, Slovenia, Spain, Switzerland, United Kingdom","['en:bulgaria', 'en:croatia', 'en:france', 'en:germany', 'en:lithuania', 'en:portugal', 'en:romania', 'en:slovenia', 'en:spain', 'en:switzerland', 'en:united-kingdom']",1592891523,a,,https://images.openfoodfacts.org/images/products/405/648/925/8346/front_en.250.400.jpg,"['en:pasteurized-skimmed-milk', 'en:dairy', 'en:milk', 'en:skimmed-milk', 'en:milk-proteins', 'en:protein', 'en:animal-protein', 'en:blueberry', 'en:fruit', 'en:berries', 'en:corn-starch', 'en:starch', 'bg:оцветяващ концентрат от морков', 'en:sweetener', 'en:e955', 'en:e950', 'en:ferment', 'en:lactase', 'en:enzyme', 'en:natural-flavouring', 'en:flavouring', 'en:e968']","79% пастьоризирано обезмаслено мляко, млечен белтък, 5% боровинки, 1,5% сок от боровинка от концентрат, царевично нишесте, оцветяващ концентрат от морков, подсладители: еритритол, сукралоза, ацесулфам К; млечнокисели култури, лактаза, естествен ароматизант.","Low fat, Green Dot, High proteins, No added sugar, No lactose, Nutriscore Grade A, With sweeteners","['en:low-or-no-fat', 'en:low-fat', 'en:source-of-proteins', 'en:green-dot', 'en:high-proteins', 'en:no-added-sugar', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:with-sweeteners']",1780987393,deutschland,Germany,['en:germany'],Plastic,['en:plastic'],"[{'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'shape': 'en:pot'}, {'food_contact': 1, 'material': 'en:aluminium', 'shape': 'en:lid'}]",High Protein Joghurterzeugnis - Heidelbeere,lidl,food,milch,87.0,
alpro,Lemon soy yogurts,"['en:plant-based-foods-and-beverages', 'en:fermented-foods', 'en:dairy-substitutes', 'en:desserts', 'en:vegan-products', 'en:non-dairy-desserts', 'en:non-dairy-fermented-foods', 'en:non-dairy-yogurts', 'en:soy-milk-yogurts', 'en:fruit-soy-yogurts', 'en:lemon-soy-yogurts']",5411188138013,"Austria, Germany, Spain","['en:austria', 'en:germany', 'en:spain']",1688125028,b,"Fermentiertes Sojaprodukt, Zitrone-Limette, angereichert mit Calcium und Vitaminen.",https://images.openfoodfacts.org/images/products/541/118/813/8013/front_de.56.400.jpg,"['en:water', 'en:soya-bean', 'en:vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:glucose-fructose-syrup', 'en:monosaccharide', 'en:fructose', 'en:glucose', 'de:Zitronenmischung', 'en:acidity-regulator', 'en:stabiliser', 'en:calcium', 'en:minerals', 'en:sea-salt', 'en:salt', 'en:colouring-carrot-extract', 'en:root-vegetable', 'en:taproot-vegetable', 'en:carrot', 'en:carrot-extract', 'de:färbendes Kürbisextrakt', 'en:antioxidant', 'en:flavouring', 'de:natürliches Zitronenaroma mit anderen natürlichen Aromen', 'en:vitamins', 'en:e101', 'en:vitamin-b12', 'en:ergocalciferol', 'en:vitamin-d', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'de:Zitronsaft aus Zitronensaftkonzentrat', 'en:lemon', 'en:fruit', 'en:citrus-fruit', 'en:reconstituted-lime-juice', 'en:juice', 'en:fruit-juice', 'en:lime', 'en:lime-juice', 'en:e330', 'en:e331', 'en:e440a', 'en:e341iii', 'en:e341', 'en:e306', 'en:e304', 'en:streptococcus-thermophilus', 'en:lactobacillus-bulgaricus', 'en:lactobacillus']","Wasser, geschälte SOJABOHNEN (9,7%), Zucker, Glukose-Fruktose-Sirup, Zitronenmischung (3,4%) (Zitronsaft aus Zitronensaftkonzentrat (1,7%), Zitrone (1,1%), Limettensaft aus Limettensaftkonzentrat (0,6%)), Säureregulatoren (Citronensäure, Natriumcitrate), Stabilisator (Pektine), Calcium (Tricalciumphosphat), Meersalz, färbendes Karottenextrakt, färbendes Kürbisextrakt, Antioxidationsmittel (stark tocopherolhaltige Extrakte, Fettsäureester der Ascorbinsäure), Aroma, natürliches Zitronenaroma mit anderen natürlichen Aromen, Vitamine (B2, B12, D2), Joghurtkulturen (S. thermophilus, L. bulgaricus).","No gluten, European Vegetarian Union Vegan, No lactose, Nutriscore Grade B","['en:vegetarian', 'en:no-gluten', 'en:vegan', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-b']",1780724066,,,[],,,[],Zitrone Limette aus Soja,edeka,food,milch,74.0,
"EDEKA Meggle, Meggle",sweet cream butters,"['en:dairies', 'en:fats', 'en:spreads', 'en:spreadable-fats', 'en:animal-fats', 'en:dairy-spreads', 'en:milkfat', 'en:butters', 'en:sweet-cream-butters']",40349558,"Germany, Ukraine","['en:germany', 'en:ukraine']",1435785154,d,,https://images.openfoodfacts.org/images/products/000/004/034/9558/front_de.147.400.jpg,"['en:sweet-cream-butter', 'en:dairy', 'en:butter']",Süẞrahmbutter.,,[],1781014711,deutschland,Germany,['en:germany'],"Metall,Papier,Wiederverwertbare Metalle,Aluminium","['en:metal', 'en:paper', 'en:recyclable-metals', 'en:aluminium']","[{'material': 'en:aluminium', 'number_of_units': 1, 'quantity_per_unit': '250 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 250, 'shape': 'en:film', 'weight_measured': 1}, {'material': 'en:plastic', 'number_of_units': 1, 'shape': 'en:film', 'weight_measured': 1}, {'material': 'en:paper', 'number_of_units': 1, 'shape': 'en:film', 'weight_measured': 2}]",EDEKA BUTTER Meggle Butter - Meggle Feine Süßrahmbutter 250g 2.29€ 1kg 9.16€,"aldi, cap-markt, edeka, lidl, netto-md, penny, rewe",food,milch,40.0,
alpro,Fruit soy yogurts,"['en:plant-based-foods-and-beverages', 'en:fermented-foods', 'en:dairy-substitutes', 'en:desserts', 'en:vegan-products', 'en:non-dairy-desserts', 'en:non-dairy-fermented-foods', 'en:non-dairy-yogurts', 'en:soy-milk-yogurts', 'en:fruit-soy-yogurts']",5411188136347,"Belgium, France, Germany, Spain","['en:belgium', 'en:france', 'en:germany', 'en:spain']",1643707283,a,"Fermentiertes Sojaprodukt, Erdbeere-Kirsche-Dattel, angereichert mit Calcium und Vitaminen.",https://images.openfoodfacts.org/images/products/541/118/813/6347/front_de.109.400.jpg,"['en:soy-base', 'en:water', 'en:soya-bean', 'en:vegetable', 'en:legume', 'en:pulse', 'en:soya', 'de:Rote-Früchte-Dattel-Mix', 'en:cherry', 'en:fruit', 'en:prunus-species-fruit', 'en:date', 'en:strawberry', 'en:berries', 'en:cherry-juice', 'en:strawberry-juice-concentrate', 'en:juice', 'en:concentrate', 'en:fruit-juice', 'en:strawberry-juice', 'en:acidity-regulator', 'en:stabiliser', 'en:calcium', 'en:minerals', 'de:färbendes schwarzes Karottenkonzentrat', 'en:sea-salt', 'en:salt', 'en:antioxidant', 'en:flavouring', 'en:vitamins', 'en:e101', 'en:vitamin-b12', 'en:ergocalciferol', 'en:vitamin-d', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:e330', 'en:e331', 'en:e440a', 'en:e341iii', 'en:e341', 'en:e306', 'en:e304', 'en:streptococcus-thermophilus', 'en:lactobacillus-bulgaricus', 'en:lactobacillus']","Sojabasis (81,8%) (Wasser, geschälte Sojabohnen (9,5%), Rote-Früchte-Dattel-Mix (16,8%) (Kirsche (3,4%), Dattel (3,2%), Erdbeere (3,2%), Dattelsaftkonzentrat (3,1%), Kirschsaftkonzentrat (2,7%), Erdbeersaftkonzentrat (1,2%), Säureregulatoren (Citronensäure, Natriumcitrate), Stabilisator (Pektine), Calcium (Tricalciumphosphat), färbendes schwarzes Karottenkonzentrat, Meersalz, Antioxidationsmittel (stark tocopherolhaltige Extrakte, Fettsäureester der Ascorbinsäure), Aromen, Vitamine B2, B12, D2, Joghurtkulturen (S. thermophilus, L. bulgaricus). Kann Spuren von Schalenfrüchten enthalten.","Low fat, No gluten, Calcium source, Certified B Corporation, Contains soy, European Vegetarian Union Vegan, Green Dot, No added sugar, No lactose, Nutriscore Grade A, Rich in vegetable protein, Without addition of dairy products","['en:low-or-no-fat', 'en:vegetarian', 'en:low-fat', 'en:no-gluten', 'en:source-of-proteins', 'en:vegan', 'en:calcium-source', 'en:certified-b-corporation', 'en:contains-soy', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:green-dot', 'en:high-proteins', 'en:no-added-sugar', 'en:no-lactose', 'en:nutriscore', 'en:nutriscore-grade-a', 'en:rich-in-vegetable-protein', 'en:without-addition-of-dairy-products']",1780562537,,,[],"1 plastic container to recycle, 1 paper label to recycle","['en:1-paper-label-to-recycle', 'en:1-plastic-container-to-recycle']","[{'material': 'en:plastic', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:Container'}, {'material': 'en:paper', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:sleeve'}, {'number_of_units': 1, 'shape': 'en:seal'}]","Alpro Fermentiertes Sojaprodukt, rote Früchte mit Datteln, ohne Zuckerzusatz 400g","Mercadona, Tegut",food,milch,77.0,
"Becel, Upfield",Margarines,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines']",8719200262140,"Austria, Germany","['en:austria', 'en:germany']",1695063957,b,,https://images.openfoodfacts.org/images/products/871/920/026/2140/front_de.17.400.jpg,"['en:water', 'en:vegetable-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:flax-seed', 'en:seed', 'en:flax', 'en:coconut-fat', 'en:vegetable-fat', 'en:emulsifier', 'en:salt', 'en:acid', 'en:flavouring', 'en:vitamins', 'en:vitamin-a', 'en:vitamin-d', 'en:colour', 'en:sunflower-fat', 'en:rapeseed-oil', 'en:e471', 'en:e330', 'en:e160a']","Trinkwasser, pflanzliche Öle (Sonnenblumen, Raps, Leinsamen), Kokosfett, Emulgator (Mono - und Diglyceride von Speisefettsäuren), Speisesalz (0,2%), Säuerungsmittel (Citronensäure), Aromen, Vitamine (A, D), Farbstoff (Carotin).","No preservatives, Vegan","['en:vegetarian', 'en:no-preservatives', 'en:vegan']",1774537000,,,[],,,[],Becel Vital,"Edeka, Penny, Rewe",food,milch,61.0,
Naturgut Penny,"Noodles, Durum wheat penne, Durum wheat spaghetti, Penne rigate","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:pastas', 'en:cereal-pastas', 'en:noodles', 'en:durum-wheat-pasta', 'en:spaghetti', 'en:durum-wheat-penne', 'en:durum-wheat-spaghetti', 'en:penne', 'en:penne-rigate']",20681937,"France, Germany","['en:france', 'en:germany']",1487426669,unknown,Lait demi-écrémé stérilisé UHT.,https://images.openfoodfacts.org/images/products/000/002/068/1937/front_en.117.400.jpg,"['de:Vollkorn-Hart', 'en:wheat-semolina', 'en:cereal', 'en:wheat', 'en:semolina']",Vollkorn-Hart - weizengrieẞ*. *aus kontrolliert biologischem Anbau Kann Spuren von Soja und Senf enthalten.,"French milk, FSC Mix, Nutriscore Grade A, Triman","['en:french-milk', 'en:fsc', 'en:fsc-mix', 'en:nutriscore', 'en:nutriscore-grade-a', 'fr:triman']",1780532547,france,France,['en:france'],"en:E CartonFSC Mixt,en:Elopak Roll Fed,en:Garantie IPLC,Bouchon en plastique,Brique en carton","['en:e-cartonfsc-mixt', 'en:elopak-roll-fed', 'en:garantie-iplc', 'fr:bouchon-en-plastique', 'fr:brique-en-carton']","[{'food_contact': 1, 'material': 'en:elopak', 'shape': 'en:roll'}]",Bio Vollkorn Penne Rigante,lidl,food,milch,,
Oatly,"Haverdrink, Plantaardige drinks, Plantaardige zuivel alternatieven, Vegetarisch, vegan en plantaardig","['en:Haverdrink', 'en:Plantaardige drinks', 'en:Plantaardige zuivel alternatieven', 'en:Vegetarisch', 'en:vegan en plantaardig']",7394376621932,"Belgium, Germany","['en:belgium', 'en:germany']",1718902124,unknown,,https://images.openfoodfacts.org/images/products/739/437/662/1932/front_en.62.400.jpg,"['en:water', 'en:oat', 'en:cereal', 'en:rapeseed-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:acidity-regulator', 'en:minerals', 'en:salt', 'en:vitamins', 'en:ergocalciferol', 'en:vitamin-d', 'en:e101', 'en:vitamin-b12', 'en:soya', 'en:Best Before', 'en:e340ii', 'en:e340', 'en:e170i', 'en:e170', 'en:potassium-iodide', 'en:iodine', 'en:See the top of the pack', 'en:Storage']","Water, OATS 10%, rapeseed oil, acidity regulator (dipotassium phosphate), minerals (calcium carbonate, potassium iodide), salt, vitamins (D2, riboflavin, B12). Free from milk and soya. Best Before: See the top of the pack. Storage:","No milk, Vegan, FSC Mix","['en:vegetarian', 'en:no-milk', 'en:vegan', 'en:fsc', 'en:fsc-mix']",1780233695,,,,,,"[{'food_contact': 1, 'material': 'en:composite-material', 'number_of_units': 1, 'shape': 'en:brick'}]",Barista Edition Haferdrink,albert-heijn,food,milch,,
Rama,Margarines,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines']",8719200233041,Germany,['en:germany'],1658289205,b,Rama,https://images.openfoodfacts.org/images/products/871/920/023/3041/front_de.58.400.jpg,"['en:vegetable-oil-and-fat', 'en:oil-and-fat', 'en:water', 'en:salt', 'en:emulsifier', 'en:natural-flavouring', 'en:flavouring', 'en:acid', 'en:vitamins', 'en:vitamin-a', 'en:vitamin-d', 'en:vitamin-e', 'en:colour', 'en:rapeseed-oil', 'en:vegetable-oil', 'de:Fette Palm Sonnenblumen', 'en:e322', 'en:e471', 'en:e330', 'en:e160a']","Pflanzliche Öle und Fette (Raps, Palm Sonnenblumen), Trinkwasser, Speisesalz, Emulgatoren (Lecithine, Mono - Und Diglyceride von Speisefettsäuren), Natürliche Aromen, Säuerungsmittel (Citronensäure), Vitamine (A, D, E), Farbstoff (Carotin)","100% vegetable, European Vegetarian Union Vegan, Natural ingredients","['en:vegetarian', 'en:vegan', 'en:100-vegetable', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:natural-ingredients']",1781063832,,Hamburg,"['en:germany', 'en:hamburg']",,[],[],Margarine,,food,milch,69.0,
"Arla, Arla BUKO","Fresh cheeses, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fresh-cheeses', 'en:cream-cheeses']",5711953103766,Germany,['en:germany'],1578220561,c,,https://images.openfoodfacts.org/images/products/571/195/310/3766/front_de.63.400.jpg,"['en:soft-white-cheese', 'en:dairy', 'en:cheese', 'en:salt', 'en:cream', 'en:skimmed-milk', 'en:milk', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture']","Frischkäse (Sahne, Magermilch, Milchsäurekulturen), Speisesalz.","No preservatives, Ohne Gentechnik, No flavour enhancer, No thickening agent","['en:no-gmos', 'en:no-preservatives', 'de:ohne-gentechnik', 'en:no-flavour-enhancer', 'en:no-thickening-agent']",1781028519,,Germany,['en:germany'],Kunststoff,['en:plastic'],"[{'material': 'en:plastic', 'number_of_units': 1, 'quantity_per_unit': '200 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 200, 'recycling': 'en:recycle', 'shape': 'en:packaging'}, {'material': 'en:plastic', 'number_of_units': 1, 'quantity_per_unit': '200 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 200, 'recycling': 'en:recycle', 'shape': 'en:lid'}]",Frischkäse Buko Frischkäse,Markant,food,milch,47.0,
Milbona,"Fresh cheeses, Skyrs, Cream cheeses","['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:fresh-cheeses', 'en:skyrs', 'en:cream-cheeses']",4056489012788,"Austria, Germany","['en:austria', 'en:germany']",1564668087,a,"Frischkäse, Magerstufe. Wassergehalt mehr als 82%.",https://images.openfoodfacts.org/images/products/405/648/901/2788/front_en.33.400.jpg,"['en:skimmed-milk', 'en:dairy', 'en:milk', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:microbial-rennet', 'en:enzyme', 'en:coagulating-enzyme', 'en:rennet', 'en:vegetarian-rennet']","Entrahmte Milch, Starterkulturen (enthält Milch), mikrobielles Lab","Ohne Gentechnik, Made in Germany, Nutriscore Grade A","['en:no-gmos', 'de:ohne-gentechnik', 'en:made-in-germany', 'en:nutriscore', 'en:nutriscore-grade-a']",1776680211,Deutschland,Germany,['en:germany'],"Metall,Kunststoff,Wiederverwertbare Metalle,Aluminium,PP - Polypropylen","['en:metal', 'en:plastic', 'en:recyclable-metals', 'en:aluminium', 'en:pp-polypropylene']","[{'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'quantity_per_unit': '500 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 500, 'recycling': 'en:discard', 'shape': 'en:pot'}, {'food_contact': 0, 'material': 'en:aluminium', 'number_of_units': 1, 'recycling': 'en:discard', 'shape': 'en:film'}]",Skyr,Lidl,food,milch,86.0,
"Becel, Flora Food Germany",Margarines,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:vegetable-fats', 'en:spreadable-fats', 'en:margarines']",8719200261464,"Germany, Switzerland","['en:germany', 'en:switzerland']",1696248583,b,"Streichfett, 35 % Fett",https://images.openfoodfacts.org/images/products/871/920/026/1464/front_de.22.400.jpg,"['en:water', 'en:vegetable-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:flax-seed', 'en:seed', 'en:flax', 'en:coconut-fat', 'en:vegetable-fat', 'en:salt', 'en:emulsifier', 'en:acid', 'en:natural-flavouring', 'en:flavouring', 'en:colour', 'de:vitamine-d', 'en:rapeseed-oil', 'en:sunflower-fat', 'en:e471', 'en:e322i', 'en:e322', 'en:e330', 'en:e160a']","Trinkwasser, pflanzliche Öle (Raps, Sonnenblumen, Leinsamen), Kokosfett, Speisesalz (0,2 %), Emulgatoren (Mono - und Diglyceride von Speisefettsäuren, Lecithin), Säuerungsmittel (Citronensäure), natürliche Aromen, Farbstoff (Carotin), Vitamine D.","No preservatives, 100% vegetable, No palm oil, V-Label International Vegan, de:V","['en:vegetarian', 'en:no-preservatives', 'en:vegan', 'en:100-vegetable', 'en:no-palm-oil', 'en:v-label-international', 'en:v-label-international-vegan', 'de:V']",1774537403,,,[],,,"[{'food_contact': 1, 'material': 'en:plastic', 'shape': 'en:pot'}, {'food_contact': 0, 'material': 'en:aluminium', 'shape': 'en:film'}, {'food_contact': 1, 'material': 'en:plastic', 'shape': 'en:lid'}]",Becel Classic,"Edeka, Netto MD, Penny, Rewe",food,milch,63.0,
Kinder,Hollow chocolate eggs,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:chocolate-molds', 'en:chocolate-eggs', 'en:hollow-chocolate-eggs']",40084107,"Bulgaria, Germany, Moldova, Poland, Portugal, Romania, Spain","['en:bulgaria', 'en:germany', 'en:moldova', 'en:poland', 'en:portugal', 'en:romania', 'en:spain']",1420034300,unknown,Vollmilchschokoladenhohlkörper mit Milchcreme (53 %),https://images.openfoodfacts.org/images/products/000/004/008/4107/front_de.239.400.jpg,"['de:feine-milchschokolade', 'en:chocolate', 'en:milk-chocolate', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:vegetable-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:butterfat', 'en:fat', 'en:milkfat', 'de:Emulgatos Lecithine', 'en:vanillin', 'en:whole-milk-powder', 'de:Kakaobuiter', 'en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:emulsifier', 'en:palm', 'en:palm-oil-and-fat', 'en:palm-oil', 'en:shea-butter', 'en:e322']","VOLLMILCHSCHOKOLADE 47 % (Zucker, VOLLMILCHPULVER, Kakaobuiter, Kakaomasse, Emulgator Lecithine (SOJA), Vanillin), MAGERMILCHPULVER (17 %), Zucker, Pflanzliche Fette (Palm, Shea), BUTTERREINFETT, Emulgatos Lecithine (SOJA), Vanillin.","Contains milk, Not recommended for children under 3 years, Tidy man","['en:not-advised-for-specific-people', 'en:contains-milk', 'en:not-recommended-for-children-under-3-years', 'fr:tidy-man']",1781014607,,,[],"Aluminiumfolie,Stück(e)","['en:aluminiumfolie', 'en:stuck-e']","[{'food_contact': 1, 'material': 'en:aluminium', 'number_of_units': 1, 'recycling': 'en:recycle-with-plastics-metal-and-bricks', 'shape': 'en:sheet'}]",Überraschung,,food,milch,,
Kerrygold,"Butters, de:Streichfette","['en:plant-based-foods-and-beverages', 'en:dairies', 'en:plant-based-foods', 'en:fats', 'en:spreads', 'en:plant-based-spreads', 'en:spreadable-fats', 'en:animal-fats', 'en:dairy-spreads', 'en:milkfat', 'en:butters', 'de:streichfette']",4001954165018,Germany,['en:germany'],1423503771,d,,https://images.openfoodfacts.org/images/products/400/195/416/5018/front_de.131.400.jpg,"['en:butter', 'en:dairy', 'en:water', 'en:rapeseed-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat']","Butter (63%), Wasser, Rapsöl (13%)",Green Dot,['en:green-dot'],1778412560,,Ireland,['en:ireland'],Kunststoff,['en:plastic'],"[{'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:pot'}, {'food_contact': 0, 'material': 'en:aluminium', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:film'}]",Butter Kerrygold extra Butter & Rapsöl - ungesalzen,"Edeka, HIT, Lidl, NETTO",food,milch,32.0,
